product_area,location_country,pw_reset_date,supplier_name,location_region,sla_end_to_end_exclude_weekend1,sla_xws_exclude_weekend1,sub_act,time_to_onboard_include_weekend,wo_adv_std_include_weekend,time_to_onboard_exclude_weekend,wo_adv_std_exclude_weekend,comp_eqp_exclude_weekend,complaince_activation_exclude_weekend,xws_activation_to_idv,xws_idv_to_system_activation
Technical Infrastructure,United States,null,MCFARLAND BUILDING GROUP LLC,NORTH AMERICA,3,1,3,3,3,3,3,null,1,0,0
REWS,United States,2025-05-02,SYSTEM ONE HOLDINGS LLC DBA TEAMPEOPLE,NORTH AMERICA,56,53,78,78,5,56,3,12,53,1,52
YouTube,India,2025-04-29,CONCENTRIX,APAC,5,2,7,7,3,5,3,4,2,1,1
Access,United States,2025-05-02,ITC SERVICE GROUP ACQUISITION LLC,NORTH AMERICA,5,2,7,7,5,5,3,null,2,2,0
YouTube,India,2025-05-01,WIPRO LIMITED,APAC,3,1,3,3,3,3,3,2,1,0,0
Technical Infrastructure,United States,2025-04-29,IRON SYSTEMS INC,NORTH AMERICA,9,7,13,13,2,9,2,2,7,7,0
Technical Infrastructure,United States,2025-04-29,SCHENKER,NORTH AMERICA,6,3,8,8,3,6,3,4,3,3,0
POps,India,2025-04-29,ACCENTURE PLC,APAC,2,1,4,4,3,2,1,2,1,0,1
Technical Infrastructure,null,null,INDIGO TELECOM GROUP LTD,LATAM,3,1,3,3,3,3,3,null,1,0,0
gTech,India,2025-04-28,TECH MAHINDRA LIMITED,APAC,3,1,5,5,5,3,3,2,1,0,0
Cloud,El Salvador,null,SERVICESOURCE INTERNATIONAL INC,LATAM,3,1,5,5,5,3,3,null,1,0,0
gTech,India,2025-04-28,TELEPERFORMANCE SE,APAC,4,1,6,6,6,4,4,1,1,0,0
gTech,Poland,null,TELEPERFORMANCE SE,EMEA,3,1,5,5,5,3,3,null,1,0,0
REWS,India,null,JONES LANG LASALLE INC,APAC,3,1,3,3,3,3,3,null,1,0,0
Technical Infrastructure,United States,null,VISION TECHNOLOGIES INC.,NORTH AMERICA,4,1,6,6,6,4,4,null,1,0,0
Technical Infrastructure,United States,2025-04-28,SCHENKER,NORTH AMERICA,9,6,13,13,3,9,3,8,6,5,1
Technical Infrastructure,Thailand,2025-04-28,WOOD INTERNATIONAL LIMITED,APAC,3,1,5,5,2,3,2,1,1,0,1
POps,India,2025-04-29,RANDSTAD NV,APAC,10,9,14,14,1,10,1,10,9,0,9
Devices & Services,India,2025-04-28,TECH MAHINDRA LIMITED,APAC,9,8,13,13,1,9,1,9,8,0,8
REWS,United States,null,ISS A/S,NORTH AMERICA,3,1,5,5,5,3,3,null,1,0,0
Access,United States,2025-04-30,INSIGHT,NORTH AMERICA,6,4,8,8,2,6,2,6,4,0,4
gCS,India,2025-05-02,TELEDIRECT PTE LTD,APAC,14,10,18,18,4,14,4,3,10,9,1
REWS,Japan,2025-05-01,COMPASS GROUP PLC,APAC,7,4,9,9,3,7,3,2,4,0,4
T&S,India,2025-04-29,WIPRO LIMITED,APAC,5,4,7,7,1,5,1,5,4,0,4
gTech,India,2025-05-01,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,3,1,3,3,3,3,3,2,1,0,0
gTech,United States,2025-04-29,TECH MAHINDRA LIMITED,NORTH AMERICA,5,2,7,7,3,5,3,5,2,1,1
Waymo,United States,2025-05-01,LINKAGE DESIGN LLC,NORTH AMERICA,6,4,8,8,2,6,2,6,4,0,4
Technical Infrastructure,United States,null,DIRECT LINE GLOBAL LLC,NORTH AMERICA,1,1,3,3,3,1,1,null,1,0,0
POps,India,2025-04-30,RANDSTAD NV,APAC,5,4,7,7,1,5,1,4,4,2,2
T&S,Philippines,2025-05-02,ACCENTURE PLC,APAC,7,5,9,9,2,7,2,6,5,3,2
gTech,India,2025-05-01,TELEPERFORMANCE SE,APAC,3,1,4,4,3,3,2,1,1,0,1
Platforms + Ecosystems,Philippines,2025-05-02,NCC GROUP,APAC,4,2,4,4,2,4,2,1,2,0,2
Waymo,United States,2025-05-01,METRO ONE LOSS PREVENTION SERVICES GROUP (GUARD DIVISION) INC,NORTH AMERICA,5,2,7,7,5,5,3,2,2,2,0
REWS,India,null,JONES LANG LASALLE INC,APAC,3,1,3,3,3,3,3,null,1,0,0
Geo,null,null,PWC,NORTH AMERICA,3,1,3,3,3,3,3,null,1,0,0
Technical Infrastructure,United States,null,DIRECT LINE GLOBAL LLC,NORTH AMERICA,3,1,5,5,5,3,3,null,1,0,0
Waymo,United States,2025-04-30,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,NORTH AMERICA,8,7,12,12,3,8,1,1,7,6,1
Technical Infrastructure,Netherlands,2025-04-29,SYNCREON GLOBAL HOLDINGS LIMITED,EMEA,5,3,7,7,2,5,2,1,3,2,1
Technical Infrastructure,Finland,null,FIBER HIGHWAY FINLAND OY,EMEA,3,1,5,5,5,3,3,null,1,0,0
Geo,India,2025-04-28,WIPRO LIMITED,APAC,3,1,5,5,2,3,2,2,1,1,0
Technical Infrastructure,United States,2025-04-28,GXO LOGISTICS WORLDWIDE LLC,NORTH AMERICA,4,2,6,6,2,4,2,2,2,0,2
gCS,India,2025-04-30,ACCENTURE PLC,APAC,15,12,21,21,5,15,3,14,12,12,0
Platforms + Ecosystems,United States,2025-04-29,MAGIC LEAP INC.,NORTH AMERICA,8,6,12,12,4,8,2,7,6,0,6
Corp Eng,India,2025-04-29,HCL TECHNOLOGIES LTD,APAC,2,1,4,4,4,2,2,2,1,0,0
REWS,null,null,YARZIN SELLA MANAGEMENT AND HOLDINGS,EMEA,3,1,3,3,3,3,3,null,1,0,0
Technical Infrastructure,United States,2025-04-30,GARDA WORLD SECURITY CORPORATION,NORTH AMERICA,2,1,2,2,1,2,1,2,1,1,0
POps,Poland,2025-04-28,RANDSTAD NV,EMEA,9,7,13,13,2,9,2,7,7,3,4
Devices & Services,India,2025-04-29,MIRAFRA SOFTWARE TECHNOLOGIES PVT. LTD.,APAC,4,1,6,6,5,4,3,1,1,0,1
gCS,Brazil,2025-04-29,ATENTO S.A.,LATAM,3,1,5,5,5,3,3,2,1,0,0
Cloud,Poland,2025-04-28,TTEC HOLDINGS INC,EMEA,6,2,10,10,6,6,4,3,2,2,0
Cloud,Romania,2025-04-29,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,EMEA,5,4,7,7,1,5,1,4,4,0,4
Technical Infrastructure,United States,2025-04-28,"APEX INFRASTRUCTURE CONSULTANTS, LLC",NORTH AMERICA,4,2,6,6,2,4,2,4,2,2,0
Technical Infrastructure,United States,null,"HOLDER CONSTRUCTION GROUP, LLC",NORTH AMERICA,3,1,3,3,3,3,3,null,1,0,0
Platforms + Ecosystems,India,2025-04-29,ITTIAM SYSTEMS PVT LTD,APAC,7,2,11,11,7,7,5,6,2,0,2
REWS,null,null,SODEXO,LATAM,3,1,5,5,5,3,3,null,1,0,0
Technical Infrastructure,United States,2025-04-30,GARDA WORLD SECURITY CORPORATION,NORTH AMERICA,2,1,2,2,2,2,2,1,1,0,0
Cloud,El Salvador,null,SERVICESOURCE INTERNATIONAL INC,LATAM,3,1,5,5,5,3,3,null,1,0,0
YouTube,India,2025-04-28,GENPACT LIMITED,APAC,3,1,5,5,2,3,2,1,1,0,1
Technical Infrastructure,United States,null,M A MORTENSON COMPANY,NORTH AMERICA,1,1,3,3,3,1,1,null,1,0,0
Technical Infrastructure,United States,2025-04-28,SCHENKER,NORTH AMERICA,24,7,34,34,23,24,17,14,7,0,7
gTech,India,2025-04-30,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,5,3,7,7,2,5,2,2,3,1,2
Technical Infrastructure,United States,2025-05-01,GXO LOGISTICS WORLDWIDE LLC,NORTH AMERICA,7,5,9,9,2,7,2,1,5,5,0
YouTube,India,2025-04-28,GENPACT LIMITED,APAC,3,1,5,5,2,3,2,1,1,0,1
POps,United States,2025-04-28,RANDSTAD NV,NORTH AMERICA,17,14,25,25,5,17,3,11,14,12,2
gCS,India,2025-04-29,TELEDIRECT PTE LTD,APAC,6,1,8,8,7,6,5,2,1,1,0
T&S,India,2025-04-28,WIPRO LIMITED,APAC,4,3,6,6,1,4,1,3,3,1,2
Geo,India,2025-04-30,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2,1,2,2,2,2,2,1,1,0,0
REWS,Ireland,null,COMPASS GROUP PLC,EMEA,3,1,5,5,5,3,3,null,1,0,0
gTech,Argentina,2025-04-29,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,LATAM,14,12,20,20,2,14,2,13,12,2,10
REWS,United Kingdom,null,CBRE GROUP INC,EMEA,4,1,6,6,6,4,4,null,1,0,0
Technical Infrastructure,United States,null,"ROONEY HOLDINGS, INC.",NORTH AMERICA,3,1,5,5,5,3,3,null,1,0,0
gCS,United States,2025-05-02,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,NORTH AMERICA,3,1,3,3,3,3,3,1,1,0,0
Technical Infrastructure,United States,null,"ROONEY HOLDINGS, INC.",NORTH AMERICA,3,1,5,5,5,3,3,null,1,0,0
Waymo,United States,2025-04-29,TRANSDEV,NORTH AMERICA,3,1,5,5,4,3,2,1,1,1,0
gTech,India,2025-04-30,TELEPERFORMANCE SE,APAC,2,1,3,3,2,2,1,1,1,0,1
Technical Infrastructure,United States,2025-04-29,SCHENKER,NORTH AMERICA,6,4,8,8,2,6,2,1,4,3,1
REWS,Australia,2025-05-01,CHALLENGER SECURITY PTY LTD,APAC,7,3,9,9,6,7,4,4,3,2,1
Cloud,United States,null,HCL TECHNOLOGIES LTD,NORTH AMERICA,4,1,6,6,6,4,4,null,1,0,0
REWS,India,null,JONES LANG LASALLE INC,APAC,3,1,3,3,3,3,3,null,1,0,0
Cloud,United States,2025-05-01,"MAGNIT, LLC",NORTH AMERICA,7,3,14,14,11,7,4,8,3,3,0
gTech,India,2025-04-29,GENPACT LIMITED,APAC,4,1,6,6,6,4,4,3,1,0,0
Technical Infrastructure,United States,2025-04-29,SCHENKER,NORTH AMERICA,6,3,8,8,3,6,3,2,3,2,1
Access,Brazil,2025-04-29,GLOBANT LLC,LATAM,2,1,4,4,4,2,2,1,1,0,0
Technical Infrastructure,United States,2025-04-30,SCHENKER,NORTH AMERICA,7,6,9,9,1,7,1,1,6,2,4
Technical Infrastructure,Denmark,null,QVISTGAARD IS,EMEA,3,1,4,4,4,3,3,null,1,0,0
Search,India,2025-05-02,GLOBALLOGIC INC,APAC,3,1,3,3,3,3,3,1,1,0,0
Technical Infrastructure,United States,2025-04-29,"KOR BUILDING GROUP, LLC",NORTH AMERICA,8,5,12,12,5,8,3,5,5,4,1
REWS,United States,2025-05-01,JOHNSON CONTROLS INTERNATIONAL PLC,NORTH AMERICA,462,458,646,646,6,462,4,null,458,445,13
Waymo,India,2025-04-30,WIPRO LIMITED,APAC,6,5,8,8,1,6,1,4,5,5,0
YouTube,Philippines,2025-04-28,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,5,4,7,7,1,5,1,1,4,0,4
Technical Infrastructure,null,null,SISTEMAS CONTRA INCENDIOS EUROCOMERCIAL LTDA,LATAM,3,1,5,5,5,3,3,null,1,0,0
REWS,India,null,G4S PLC,APAC,3,1,5,5,5,3,3,null,1,0,0
Cloud,Brazil,2025-04-28,ACCENTURE PLC,LATAM,2,1,4,4,4,2,2,1,1,0,0
Waymo,United States,2025-05-01,TRANSDEV,NORTH AMERICA,7,4,9,9,3,7,3,null,4,1,3
Global Affairs (w/o T&S),India,2025-04-29,ACCENTURE PLC,APAC,4,3,6,6,1,4,1,null,3,2,1
Devices & Services,United States,2025-04-28,SIEMENS AG,NORTH AMERICA,6,2,10,10,6,6,4,6,2,2,0
YouTube,Philippines,2025-05-02,TECH MAHINDRA LIMITED,APAC,11,10,15,15,1,11,1,7,10,1,9
Global Affairs (w/o T&S),India,2025-04-29,ACCENTURE PLC,APAC,4,3,6,6,1,4,1,null,3,1,2
Technical Infrastructure,null,null,JONES LANG LASALLE INC,APAC,3,1,5,5,5,3,3,null,1,0,0
Technical Infrastructure,United States,2025-05-02,GXO LOGISTICS WORLDWIDE LLC,NORTH AMERICA,3,1,3,3,3,3,3,3,1,0,0
gCS,Spain,2025-04-28,TELEPERFORMANCE SE,EMEA,4,4,6,6,null,4,0,1,4,3,1
Global Affairs (w/o T&S),United States,2025-05-02,AXIOM GLOBAL INC,NORTH AMERICA,5,4,7,7,3,5,1,4,4,0,4
Cloud,Bulgaria,2025-04-28,SERVICESOURCE INTERNATIONAL INC,EMEA,4,1,6,6,3,4,3,2,1,0,1
Waymo,United States,2025-04-30,TRANSDEV,NORTH AMERICA,2,1,2,2,2,2,2,null,1,0,0
YouTube,India,2025-05-02,ACCENTURE PLC,APAC,6,4,8,8,4,6,2,1,4,0,4
POps,China,2025-04-28,ACCENTURE PLC,APAC,19,18,27,27,1,19,1,null,18,18,0
Cloud,El Salvador,null,SERVICESOURCE INTERNATIONAL INC,LATAM,3,1,5,5,5,3,3,null,1,0,0
Technical Infrastructure,United States,2025-04-28,SCHENKER,NORTH AMERICA,4,2,6,6,2,4,2,3,2,1,1
Technical Infrastructure,United States,2025-05-02,SCHENKER,NORTH AMERICA,3,1,3,3,3,3,3,2,1,0,0
Finance,United States,2025-04-29,DELOITTE,NORTH AMERICA,2,1,4,4,4,2,2,2,1,0,0
T&S,India,2025-04-30,WIPRO LIMITED,APAC,5,1,7,7,7,5,5,5,1,0,0
T&S,Philippines,2025-05-02,ACCENTURE PLC,APAC,3,1,3,3,3,3,3,2,1,0,0
Geo,India,2025-05-02,TECH MAHINDRA LIMITED,APAC,3,1,3,3,3,3,3,2,1,0,0
Technical Infrastructure,India,2025-04-28,HCL TECHNOLOGIES LTD,APAC,4,1,6,6,6,4,4,3,1,0,0
DeepMind,United States,2025-04-29,BUCK DESIGN LLC,NORTH AMERICA,14,11,20,20,5,14,3,8,11,10,1
REWS,null,null,STANTEC INC.,NORTH AMERICA,3,1,5,5,5,3,3,null,1,0,0
GBO (w/o gTech & gCS),Philippines,2025-04-29,ACCENTURE PLC,APAC,2,1,4,4,4,2,2,2,1,0,0
gTech,Poland,null,TELEPERFORMANCE SE,EMEA,3,1,5,5,5,3,3,null,1,0,0
Technical Infrastructure,United States,2025-05-01,SCHENKER,NORTH AMERICA,5,3,7,7,4,5,2,1,3,0,3
T&S,India,2025-05-02,WIPRO LIMITED,APAC,7,5,9,9,2,7,2,7,5,0,5
YouTube,India,2025-05-02,ACCENTURE PLC,APAC,6,4,8,8,4,6,2,1,4,0,4
T&S,India,2025-04-28,WIPRO LIMITED,APAC,4,3,6,6,1,4,1,3,3,0,3
Technical Infrastructure,United States,2025-05-02,GXO LOGISTICS WORLDWIDE LLC,NORTH AMERICA,3,1,3,3,3,3,3,1,1,0,0
Waymo,United States,2025-05-02,TRANSDEV,NORTH AMERICA,8,6,10,10,2,8,2,2,6,0,6
gTech,India,2025-04-28,TELEPERFORMANCE SE,APAC,5,1,7,7,4,5,4,4,1,1,0
Ads & Commerce,United States,2025-05-02,"ANSWERLAB, LLC",NORTH AMERICA,3,1,3,3,3,3,3,1,1,0,0
POps,India,2025-05-02,RANDSTAD NV,APAC,7,4,9,9,5,7,3,7,4,4,0
T&S,Ireland,2025-05-02,ACCENTURE PLC,EMEA,6,4,8,8,4,6,2,4,4,0,4
Technical Infrastructure,United States,2025-04-29,SCHENKER,NORTH AMERICA,6,4,8,8,2,6,2,5,4,0,4
T&S,India,2025-05-01,WIPRO LIMITED,APAC,6,1,8,8,7,6,5,1,1,0,1
Technical Infrastructure,United States,2025-04-30,SCHENKER,NORTH AMERICA,2,1,2,2,2,2,2,2,1,0,0
T&S,India,2025-04-30,WIPRO LIMITED,APAC,5,4,7,7,1,5,1,5,4,0,4
Technical Infrastructure,United States,2025-04-28,SCHENKER,NORTH AMERICA,4,1,6,6,6,4,4,3,1,0,0
REWS,India,null,JONES LANG LASALLE INC,APAC,3,1,3,3,3,3,3,null,1,0,0
gTech,United States,2025-04-29,VACO,NORTH AMERICA,4,1,6,6,5,4,3,3,1,1,0
REWS,India,null,JONES LANG LASALLE INC,APAC,3,1,3,3,3,3,3,null,1,0,0
Devices & Services,United States,2025-04-28,ACCENTURE PLC,NORTH AMERICA,7,4,11,11,5,7,3,7,4,0,4
Waymo,India,2025-05-01,WIPRO LIMITED,APAC,3,1,3,3,3,3,3,null,1,0,0
Technical Infrastructure,Finland,2025-04-28,SECTOR ALARM GROUP AS,EMEA,1,1,3,3,3,1,1,1,1,0,0
Technical Infrastructure,United States,null,M A MORTENSON COMPANY,NORTH AMERICA,1,1,3,3,3,1,1,null,1,0,0
Waymo,India,2025-05-01,WIPRO LIMITED,APAC,3,2,3,3,1,3,1,2,2,0,2
Geo,India,2025-04-28,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,3,1,5,5,5,3,3,1,1,0,0
Technical Infrastructure,United Kingdom,null,SUDLOWS ENTERPRISE SERVICES LIMITED,EMEA,3,1,3,3,3,3,3,null,1,0,0
YouTube,India,2025-04-28,GENPACT LIMITED,APAC,3,2,5,5,1,3,1,1,2,0,2
Waymo,India,2025-04-30,WIPRO LIMITED,APAC,2,1,2,2,1,2,1,null,1,1,0
Waymo,India,2025-05-01,WIPRO LIMITED,APAC,3,1,3,3,2,3,2,null,1,0,1
REWS,India,null,JONES LANG LASALLE INC,APAC,3,1,3,3,3,3,3,null,1,0,0
YouTube,India,2025-05-02,ACCENTURE PLC,APAC,6,4,8,8,4,6,2,2,4,0,4
Cloud,India,2025-04-30,INFOSYS,APAC,2,1,2,2,1,2,1,1,1,0,1
YouTube,Malaysia,2025-04-28,ACCENTURE PLC,APAC,3,1,5,5,2,3,2,3,1,1,0
REWS,Finland,null,CBRE GROUP INC,EMEA,3,1,3,3,3,3,3,null,1,0,0
Devices & Services,United States,2025-05-02,"CADENCE DESIGN SYSTEMS, INC.",NORTH AMERICA,5,2,7,7,5,5,3,4,2,0,2
Geo,India,2025-04-29,WIPRO LIMITED,APAC,3,1,5,5,6,3,4,2,1,0,0
POps,India,2025-05-02,RANDSTAD NV,APAC,7,5,9,9,2,7,2,7,5,0,5
Cloud,United States,2025-05-02,THE BOSTON CONSULTING GROUP INC,NORTH AMERICA,12,9,16,16,5,12,3,10,9,1,8
Technical Infrastructure,Netherlands,2025-04-28,SYNCREON GLOBAL HOLDINGS LIMITED,EMEA,4,3,6,6,1,4,1,1,3,3,0
Technical Infrastructure,United Kingdom,2025-05-01,ARCADIS NV,EMEA,6,4,8,8,2,6,2,1,4,4,0
Technical Infrastructure,United States,2025-05-01,SYNCREON GLOBAL HOLDINGS LIMITED,NORTH AMERICA,17,14,23,23,3,17,3,4,14,14,0
Cloud,India,2025-04-28,BRISTLECONE INC.,APAC,9,8,13,13,1,9,1,1,8,1,7
gCS,Canada,2025-05-02,TELEPERFORMANCE SE,NORTH AMERICA,7,6,9,9,1,7,1,3,6,2,4
REWS,null,null,THE GASTRONOME LTD,EMEA,3,1,5,5,5,3,3,null,1,0,0
gTech,India,2025-04-29,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,3,1,5,5,5,3,3,2,1,0,0
Technical Infrastructure,Chile,null,SISTEMAS CONTRA INCENDIOS EUROCOMERCIAL LTDA,LATAM,3,1,5,5,5,3,3,null,1,0,0
YouTube,United States,2025-05-02,ACCENTURE PLC,NORTH AMERICA,4,2,4,4,2,4,2,4,2,2,0
T&S,India,2025-04-30,WIPRO LIMITED,APAC,3,1,5,5,4,3,2,2,1,0,1
POps,Canada,2025-04-29,HR PATH SAS,NORTH AMERICA,12,8,18,18,6,12,4,null,8,8,0
gCS,Brazil,2025-04-29,TTEC HOLDINGS INC,LATAM,6,3,8,8,3,6,3,3,3,1,2
Marketing,United States,2025-04-28,"GARY D. NELSON ASSOCIATES, INC.",NORTH AMERICA,7,3,12,12,7,7,4,8,3,0,3
gTech,India,2025-04-30,TELEPERFORMANCE SE,APAC,2,1,3,3,2,2,1,1,1,0,1
gCS,India,2025-04-29,TELEDIRECT PTE LTD,APAC,5,3,7,7,2,5,2,1,3,2,1
T&S,India,2025-05-01,WIPRO LIMITED,APAC,6,5,8,8,1,6,1,2,5,4,1
YouTube,Philippines,2025-05-02,TECH MAHINDRA LIMITED,APAC,11,9,15,15,4,11,2,9,9,0,9
Waymo,India,2025-05-02,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,4,1,4,4,3,4,3,1,1,1,0
T&S,Philippines,2025-04-29,ACCENTURE PLC,APAC,5,2,7,7,3,5,3,3,2,0,2
gTech,India,2025-05-01,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,3,1,3,3,3,3,3,2,1,0,0
gTech,India,2025-04-30,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,4,1,6,6,6,4,4,3,1,0,0
Geo,India,2025-05-02,ACCENTURE PLC,APAC,6,3,8,8,5,6,3,null,3,1,2
Cloud,Romania,2025-05-01,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,EMEA,5,3,7,7,4,5,2,4,3,2,1
Technical Infrastructure,United States,2025-05-01,GARDA WORLD SECURITY CORPORATION,NORTH AMERICA,13,5,17,17,10,13,8,5,5,1,4
gTech,India,2025-05-01,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,4,2,6,6,4,4,2,1,2,2,0
REWS,United States,2025-05-02,CBRE GROUP INC,NORTH AMERICA,5,3,7,7,4,5,2,4,3,2,1
T&S,India,2025-05-02,ACCENTURE PLC,APAC,8,6,10,10,2,8,2,4,6,4,2
REWS,India,2025-05-01,JAGUAR SECURITY SERVICES PVT. LTD.,APAC,7,4,9,9,3,7,3,null,4,1,3
Waymo,India,2025-04-30,WIPRO LIMITED,APAC,2,1,2,2,1,2,1,1,1,1,0
Platforms + Ecosystems,India,2025-04-30,HCL TECHNOLOGIES LTD,APAC,5,2,7,7,5,5,3,5,2,0,2
Technical Infrastructure,United States,2025-04-29,TURNER & TOWNSEND PARTNERS LLP,NORTH AMERICA,5,3,7,7,2,5,2,5,3,0,3
Marketing,United States,2025-04-29,TELLAGENCE INC,NORTH AMERICA,7,4,11,11,5,7,3,3,4,1,3
REWS,null,null,JONES LANG LASALLE INC,APAC,3,1,3,3,3,3,3,null,1,0,0
Marketing,Canada,2025-05-02,DELOITTE,NORTH AMERICA,4,2,4,4,2,4,2,4,2,0,2
REWS,null,null,COMPASS GROUP PLC,NORTH AMERICA,3,1,3,3,3,3,3,null,1,0,0
Technical Infrastructure,United States,2025-05-01,GXO LOGISTICS WORLDWIDE LLC,NORTH AMERICA,7,4,9,9,3,7,3,3,4,4,0
gCS,India,2025-04-30,WNS (HOLDINGS) LIMITED,APAC,3,1,5,5,4,3,2,2,1,1,0
Access,United States,2025-04-30,"SYSTEM RESOURCES TELECOM, LLC (SRI)",NORTH AMERICA,8,5,12,12,5,8,3,3,5,4,1
gTech,India,2025-05-01,HCL TECHNOLOGIES LTD,APAC,7,5,9,9,2,7,2,7,5,0,5
Technical Infrastructure,India,null,INDIGO TELECOM GROUP LTD,APAC,1,1,1,1,1,1,1,null,1,0,0
POps,India,2025-05-02,RANDSTAD NV,APAC,7,5,9,9,2,7,2,7,5,5,0
Corp Eng,Ireland,2025-05-01,ASTREYA PARTNERS INC,EMEA,11,10,15,15,1,11,1,10,10,0,10
Ads & Commerce,United Kingdom,2025-04-30,CONTINUUMGLOBAL INC,EMEA,2,1,2,2,3,2,3,1,1,0,0
Technical Infrastructure,United States,2025-04-28,GXO LOGISTICS WORLDWIDE LLC,NORTH AMERICA,4,2,6,6,2,4,2,1,2,1,1
Waymo,India,2025-04-30,WIPRO LIMITED,APAC,6,4,8,8,2,6,2,4,4,4,0
T&S,India,2025-04-30,WIPRO LIMITED,APAC,5,3,7,7,2,5,2,5,3,1,2
YouTube,Ireland,2025-04-28,ACCENTURE PLC,EMEA,4,3,6,6,1,4,1,4,3,0,3
Waymo,United States,2025-04-29,AMERIT FLEET SOLUTIONS INC.,NORTH AMERICA,2,1,4,4,4,2,2,1,1,0,0
Cloud,Mexico,2025-04-29,TATA GROUP,LATAM,6,3,8,8,3,6,3,2,3,1,2
POps,India,2025-04-29,RANDSTAD NV,APAC,13,10,19,19,5,13,3,12,10,8,2
Technical Infrastructure,United States,2025-05-02,GARDA WORLD SECURITY CORPORATION,NORTH AMERICA,4,1,4,4,3,4,3,1,1,1,0
Cloud,India,2025-05-02,CLOUDSUFI INC.,APAC,14,11,18,18,3,14,3,1,11,0,11
Corp Eng,India,2025-05-02,ASTREYA PARTNERS INC,APAC,7,6,9,9,1,7,1,1,6,6,0
T&S,Costa Rica,2025-04-30,TELEPERFORMANCE SE,LATAM,5,2,7,7,5,5,3,3,2,1,1
Cloud,Mexico,2025-04-28,TATA GROUP,LATAM,22,16,32,32,8,22,6,3,16,15,1
gTech,Poland,null,TELEPERFORMANCE SE,EMEA,3,1,5,5,5,3,3,null,1,0,0
REWS,India,null,G4S PLC,APAC,3,1,5,5,5,3,3,null,1,0,0
REWS,United States,2025-04-30,ACCENTURE PLC,NORTH AMERICA,4,1,6,6,5,4,3,3,1,1,0
gCS,Philippines,2025-04-30,CONCENTRIX,APAC,2,1,2,2,2,2,2,2,1,0,0
Access,United States,2025-05-02,ACCENTURE PLC,NORTH AMERICA,4,2,4,4,2,4,2,4,2,0,2
Platforms + Ecosystems,India,2025-04-30,HCL TECHNOLOGIES LTD,APAC,5,1,7,7,6,5,4,5,1,0,1
T&S,India,2025-05-01,WIPRO LIMITED,APAC,4,1,6,6,5,4,3,3,1,1,0
Devices & Services,United States,2025-04-30,QUEST GLOBAL SERVICES PTE. LTD.,NORTH AMERICA,3,1,5,5,5,3,3,null,1,0,0
Waymo,United States,2025-04-30,UBER TECHNOLOGIES INC,NORTH AMERICA,2,1,2,2,2,2,2,1,1,0,0
YouTube,India,2025-04-30,CONCENTRIX,APAC,3,1,5,5,4,3,2,1,1,0,1
Cloud,United States,2025-04-29,UJET INC,NORTH AMERICA,2,1,4,4,4,2,2,1,1,0,0
Geo,null,null,PWC,NORTH AMERICA,3,1,3,3,3,3,3,null,1,0,0
T&S,Philippines,2025-04-28,ACCENTURE PLC,APAC,3,1,5,5,5,3,3,3,1,0,0
REWS,null,null,SODEXO,APAC,3,1,3,3,3,3,3,null,1,0,0
Geo,India,2025-04-30,TECH MAHINDRA LIMITED,APAC,4,1,6,6,5,4,3,1,1,1,0
POps,India,2025-05-02,RANDSTAD NV,APAC,7,5,9,9,2,7,2,7,5,1,4
Cloud,Philippines,2025-05-01,ACCENTURE PLC,APAC,5,1,7,7,6,5,4,3,1,0,1
gTech,Poland,null,TELEPERFORMANCE SE,EMEA,3,1,5,5,5,3,3,null,1,0,0
Cloud,United States,2025-04-28,TELOS CORPORATION,NORTH AMERICA,4,2,6,6,2,4,2,1,2,0,2
Technical Infrastructure,Finland,null,FIBER HIGHWAY FINLAND OY,EMEA,2,1,4,4,4,2,2,null,1,0,0
Technical Infrastructure,null,null,THE WHITING TURNER CONTRACTING COMPANY,NORTH AMERICA,3,1,5,5,5,3,3,null,1,0,0
YouTube,India,2025-04-28,WIPRO LIMITED,APAC,5,1,8,8,8,5,5,1,1,0,0
gTech,Philippines,2025-04-29,TELUS,APAC,7,5,11,11,4,7,2,1,5,4,1
gTech,United States,2025-05-02,VACO,NORTH AMERICA,7,4,9,9,5,7,3,2,4,3,1
Technical Infrastructure,United States,2025-04-28,ALLIED UNIVERSAL,NORTH AMERICA,4,1,6,6,3,4,3,3,1,1,0
Cloud,El Salvador,2025-05-02,TELUS,LATAM,6,2,8,8,6,6,4,2,2,0,2
